year,region_clean,defunciones,poblacion,tasa_mortalidad
2002.0,Aisén del General Carlos Ibáñez del Campo,406,93039.0,4.363761433377401
2002.0,Antofagasta,2388,502741.0,4.749960715358405
2002.0,Arica y Parinacota,922,195426.0,4.717898334919612
2002.0,Atacama,1163,263924.0,4.406571588790712
2002.0,Bío-Bío,7725,1483036.0,5.20890929148045
2002.0,Coquimbo,2953,628489.0,4.698570698930292
2002.0,La Araucanía,5333,904700.0,5.894771747540622
2002.0,Libertador General Bernardo O'Higgins,4241,808184.0,5.247567385644854
2002.0,Los Lagos,4171,742689.0,5.616078870159649
2002.0,Los Ríos,2136,369407.0,5.78224018494506
2002.0,Magallanes y de la Antártica Chilena,935,152394.0,6.135412155334199
2002.0,Maule,5432,943174.0,5.759276655208901
2002.0,Tarapacá,1026,246265.0,4.166243680587985
2002.0,Valparaíso,9376,1597346.0,5.869736425295459
2002.0,Ñuble,2812,455240.0,6.176961602671119
2003.0,Aisén del General Carlos Ibáñez del Campo,419,93857.0,4.464238149525341
2003.0,Antofagasta,2368,510045.0,4.642727602466449
2003.0,Arica y Parinacota,928,197382.0,4.701543200494473
2003.0,Atacama,1157,266544.0,4.340746743502011
2003.0,Bío-Bío,7871,1493218.0,5.271166032019437
2003.0,Coquimbo,3012,637313.0,4.726092202732409
2003.0,La Araucanía,5426,909389.0,5.9666435375840265
2003.0,Libertador General Bernardo O'Higgins,4607,817011.0,5.638846967788684
2003.0,Los Lagos,4280,752192.0,5.690036586403472
2003.0,Los Ríos,2263,370577.0,6.106693075932937
2003.0,Magallanes y de la Antártica Chilena,966,153244.0,6.303672574456423
2003.0,Maule,5454,951348.0,5.7329179227790465
2003.0,Tarapacá,1039,251625.0,4.129160457029309
2003.0,Valparaíso,9851,1615876.0,6.096383633397613
2003.0,Ñuble,2858,457588.0,6.2457931589115105
2004.0,Aisén del General Carlos Ibáñez del Campo,431,94695.0,4.551454670257141
2004.0,Antofagasta,2368,517333.0,4.577322536934624
2004.0,Arica y Parinacota,950,199548.0,4.7607593160542825
2004.0,Atacama,1176,268999.0,4.371763463804698
2004.0,Bío-Bío,7188,1502937.0,4.782635599496187
2004.0,Coquimbo,3257,646251.0,5.0398374625339075
2004.0,La Araucanía,5574,914374.0,6.095973857524382
2004.0,Libertador General Bernardo O'Higgins,4573,825816.0,5.537553159541593
2004.0,Los Lagos,4382,761414.0,5.755081992188218
2004.0,Los Ríos,2311,371657.0,6.218098946071243
2004.0,Magallanes y de la Antártica Chilena,937,154108.0,6.080151582007423
2004.0,Maule,6579,959581.0,6.856117409577721
2004.0,Tarapacá,1121,257394.0,4.355190874690163
2004.0,Valparaíso,10053,1634045.0,6.152217350195374
2004.0,Ñuble,2962,460020.0,6.438850484761533
2005.0,Aisén del General Carlos Ibáñez del Campo,440,95573.0,4.603810699674594
2005.0,Antofagasta,2403,524422.0,4.582187627521347
2005.0,Arica y Parinacota,986,201749.0,4.887260903399769
2005.0,Atacama,1209,271434.0,4.454121443886912
2005.0,Bío-Bío,8083,1512375.0,5.344573931729895
2005.0,Coquimbo,3256,655329.0,4.968496739805502
2005.0,La Araucanía,5674,919417.0,6.171302031613512
2005.0,Libertador General Bernardo O'Higgins,4702,834493.0,5.634558947768285
2005.0,Los Lagos,4616,770347.0,5.992104856642526
2005.0,Los Ríos,2390,372946.0,6.408434465043197
2005.0,Magallanes y de la Antártica Chilena,963,155031.0,6.211660893627727
2005.0,Maule,5459,967638.0,5.641572571560853
2005.0,Tarapacá,1092,263141.0,4.149866421424255
2005.0,Valparaíso,9900,1651904.0,5.993084343884391
2005.0,Ñuble,2877,462532.0,6.220110176160785
2006.0,Aisén del General Carlos Ibáñez del Campo,441,96389.0,4.575210864310243
2006.0,Antofagasta,2441,531553.0,4.592204352153031
2006.0,Arica y Parinacota,962,204095.0,4.713491266322055
2006.0,Atacama,1261,274064.0,4.601115068013311
2006.0,Bío-Bío,7763,1521868.0,5.100968020879604
2006.0,Coquimbo,3142,664731.0,4.726724043259604
2006.0,La Araucanía,5576,924631.0,6.030513794151397
2006.0,Libertador General Bernardo O'Higgins,4569,843131.0,5.419086713689806
2006.0,Los Lagos,4533,779460.0,5.81556462166115
2006.0,Los Ríos,2274,374372.0,6.074172213733934
2006.0,Magallanes y de la Antártica Chilena,954,156053.0,6.113307658295579
2006.0,Maule,5407,975876.0,5.540662953080105
2006.0,Tarapacá,1070,268976.0,3.9780500862530483
2006.0,Valparaíso,10148,1669839.0,6.077232595477768
2006.0,Ñuble,2889,465154.0,6.21084630036504
2007.0,Aisén del General Carlos Ibáñez del Campo,445,97265.0,4.575129800030844
2007.0,Antofagasta,2799,539071.0,5.192265953835395
2007.0,Arica y Parinacota,1034,206494.0,5.007409416254226
2007.0,Atacama,1351,276858.0,4.87975785420685
2007.0,Bío-Bío,8630,1532144.0,5.632629831138588
2007.0,Coquimbo,3541,674245.0,5.251800161662303
2007.0,La Araucanía,5803,930314.0,6.237678891213075
2007.0,Libertador General Bernardo O'Higgins,4822,852115.0,5.65886059980167
2007.0,Los Lagos,4731,788306.0,6.001476583966125
2007.0,Los Ríos,2408,375988.0,6.404459716799472
2007.0,Magallanes y de la Antártica Chilena,963,157141.0,6.12825424300469
2007.0,Maule,5898,984607.0,5.9902072603587015
2007.0,Tarapacá,1156,275014.0,4.203422371224738
2007.0,Valparaíso,10912,1688072.0,6.464179253017644
2007.0,Ñuble,3186,468014.0,6.807488664869
2008.0,Aisén del General Carlos Ibáñez del Campo,487,98245.0,4.956995266934704
2008.0,Antofagasta,2774,546939.0,5.0718635899067355
2008.0,Arica y Parinacota,1014,209279.0,4.84520663802866
2008.0,Atacama,1307,279750.0,4.672028596961573
2008.0,Bío-Bío,8434,1542605.0,5.467374992301982
2008.0,Coquimbo,3419,684510.0,4.9948138084177
2008.0,La Araucanía,5812,936394.0,6.20678902256956
2008.0,Libertador General Bernardo O'Higgins,4832,861829.0,5.6066806756328695
2008.0,Los Lagos,4661,797877.0,5.841752550831769
2008.0,Los Ríos,2371,377866.0,6.274711140986487
2008.0,Magallanes y de la Antártica Chilena,1016,158402.0,6.414060428529942
2008.0,Maule,5834,994027.0,5.869055870715786
2008.0,Tarapacá,1199,281334.0,4.261838242089474
2008.0,Valparaíso,10601,1707196.0,6.209597492027863
2008.0,Ñuble,3023,471037.0,6.417754868513514
2009.0,Aisén del General Carlos Ibáñez del Campo,529,99314.0,5.326540064844836
2009.0,Antofagasta,2628,554646.0,4.7381573111498145
2009.0,Arica y Parinacota,1065,212189.0,5.019110321458699
2009.0,Atacama,1363,282769.0,4.820188917455591
2009.0,Bío-Bío,8696,1553598.0,5.597329553719817
2009.0,Coquimbo,3605,695510.0,5.183246826070078
2009.0,La Araucanía,5823,943063.0,6.174560978428801
2009.0,Libertador General Bernardo O'Higgins,4720,871847.0,5.4137939340274155
2009.0,Los Lagos,4753,807700.0,5.884610622755973
2009.0,Los Ríos,2469,379949.0,6.498240553337421
2009.0,Magallanes y de la Antártica Chilena,981,159700.0,6.142767689417658
2009.0,Maule,5917,1004039.0,5.893197375799147
2009.0,Tarapacá,1196,287773.0,4.15605355610151
2009.0,Valparaíso,10793,1726803.0,6.25027869421121
2009.0,Ñuble,3054,474282.0,6.4392070540311455
2010.0,Aisén del General Carlos Ibáñez del Campo,627,100254.0,6.254114549045425
2010.0,Antofagasta,2783,562331.0,4.949042467870346
2010.0,Arica y Parinacota,1135,215208.0,5.2739675105014685
2010.0,Atacama,1394,285860.0,4.876512978381026
2010.0,Bío-Bío,9256,1564894.0,5.914777614330427
2010.0,Coquimbo,3818,706914.0,5.40093985972834
2010.0,La Araucanía,6228,949567.0,6.558778896065259
2010.0,Libertador General Bernardo O'Higgins,5014,881986.0,5.684897492703966
2010.0,Los Lagos,4750,816913.0,5.814572665632693
2010.0,Los Ríos,2646,382310.0,6.921084983390442
2010.0,Magallanes y de la Antártica Chilena,988,161020.0,6.1358837411501685
2010.0,Maule,6424,1014309.0,6.333375726726273
2010.0,Tarapacá,1275,294172.0,4.334199040017404
2010.0,Valparaíso,11453,1746537.0,6.557547879031477
2010.0,Ñuble,3202,477509.0,6.7056327734136945
2011.0,Aisén del General Carlos Ibáñez del Campo,574,101247.0,5.6693037818404495
2011.0,Antofagasta,2686,570307.0,4.709744050134401
2011.0,Arica y Parinacota,1108,218689.0,5.066555702390152
2011.0,Atacama,1460,289014.0,5.051658397171071
2011.0,Bío-Bío,8584,1576632.0,5.444517173316284
2011.0,Coquimbo,3780,718763.0,5.259035314839523
2011.0,La Araucanía,5869,956438.0,6.136309933315071
2011.0,Libertador General Bernardo O'Higgins,4858,892165.0,5.445181104392125
2011.0,Los Lagos,4691,826000.0,5.679176755447942
2011.0,Los Ríos,2475,384765.0,6.432497758371993
2011.0,Magallanes y de la Antártica Chilena,977,162448.0,6.014232246626613
2011.0,Maule,5956,1024845.0,5.8116105362274295
2011.0,Tarapacá,1299,301143.0,4.313565316145485
2011.0,Valparaíso,11171,1766558.0,6.323596508011625
2011.0,Ñuble,3099,480905.0,6.444100186107443
2012.0,Aisén del General Carlos Ibáñez del Campo,601,102053.0,5.889096841837084
2012.0,Antofagasta,2820,578137.0,4.877736591845878
2012.0,Arica y Parinacota,1175,222202.0,5.287981206289772
2012.0,Atacama,1447,291941.0,4.956480932791215
2012.0,Bío-Bío,8892,1587457.0,5.601411565793593
2012.0,Coquimbo,3986,730943.0,5.453229595194153
2012.0,La Araucanía,6001,963294.0,6.2296661247760285
2012.0,Libertador General Bernardo O'Higgins,5283,902274.0,5.855205846561022
2012.0,Los Lagos,5050,834466.0,6.051774428197194
2012.0,Los Ríos,2633,387211.0,6.7999101265201665
2012.0,Magallanes y de la Antártica Chilena,1006,163877.0,6.138750404266614
2012.0,Maule,6333,1035111.0,6.118184426597727
2012.0,Tarapacá,1325,308251.0,4.2984450983127385
2012.0,Valparaíso,11677,1787099.0,6.534053233760413
2012.0,Ñuble,3195,484129.0,6.599480716916359
2013.0,Aisén del General Carlos Ibáñez del Campo,493,102772.0,4.797026427431597
2013.0,Antofagasta,2883,586685.0,4.914050981361378
2013.0,Arica y Parinacota,1251,225025.0,5.559382290856571
2013.0,Atacama,1454,294709.0,4.933680342303764
2013.0,Bío-Bío,9256,1597164.0,5.795272119832403
2013.0,Coquimbo,4081,743026.0,5.492405380161663
2013.0,La Araucanía,6231,969263.0,6.428595747490619
2013.0,Libertador General Bernardo O'Higgins,5162,912070.0,5.659653316083195
2013.0,Los Lagos,5136,841878.0,6.100646411950425
2013.0,Los Ríos,2505,389393.0,6.433089449476493
2013.0,Magallanes y de la Antártica Chilena,960,165142.0,5.813178961136477
2013.0,Maule,6383,1045513.0,6.105136904084406
2013.0,Tarapacá,1448,314818.0,4.599482875820315
2013.0,Valparaíso,11762,1805775.0,6.5135468150793985
2013.0,Ñuble,3197,487019.0,6.564425617891704
2014.0,Aisén del General Carlos Ibáñez del Campo,483,103446.0,4.669102720259845
2014.0,Antofagasta,3068,596155.0,5.14631262004009
2014.0,Arica y Parinacota,1205,227956.0,5.286107845373668
2014.0,Atacama,1484,297546.0,4.987464123194397
2014.0,Bío-Bío,9440,1607016.0,5.874241451236328
2014.0,Coquimbo,4133,755432.0,5.471041735060204
2014.0,La Araucanía,6145,975378.0,6.300121593884627
2014.0,Libertador General Bernardo O'Higgins,5341,921886.0,5.793557988731796
2014.0,Los Lagos,5052,849087.0,5.949920326185656
2014.0,Los Ríos,2614,391641.0,6.674479944643181
2014.0,Magallanes y de la Antártica Chilena,1095,166475.0,6.577564198828654
2014.0,Maule,6194,1056331.0,5.863692346433079
2014.0,Tarapacá,1425,321678.0,4.42989573424356
2014.0,Valparaíso,12106,1824842.0,6.633998998269439
2014.0,Ñuble,3312,490153.0,6.757073811646567
2015.0,Aisén del General Carlos Ibáñez del Campo,498,104097.0,4.783999538891611
2015.0,Antofagasta,3033,604877.0,5.0142425650173506
2015.0,Arica y Parinacota,1245,230986.0,5.389937052462054
2015.0,Atacama,1553,300065.0,5.175545298518655
2015.0,Bío-Bío,9501,1617128.0,5.875230655829347
2015.0,Coquimbo,4158,768087.0,5.413449257701276
2015.0,La Araucanía,6497,982034.0,6.615860550653032
2015.0,Libertador General Bernardo O'Higgins,5431,931982.0,5.827365764574853
2015.0,Los Lagos,5108,856176.0,5.966063052456504
2015.0,Los Ríos,2590,393791.0,6.577092924927182
2015.0,Magallanes y de la Antártica Chilena,1033,167961.0,6.150237257458576
2015.0,Maule,6491,1067995.0,6.07774380966203
2015.0,Tarapacá,1412,328417.0,4.299412028000987
2015.0,Valparaíso,12274,1844609.0,6.653984665584956
2015.0,Ñuble,3413,493464.0,6.916411328891266
2016.0,Aisén del General Carlos Ibáñez del Campo,477,104704.0,4.5556998777506115
2016.0,Antofagasta,3050,613640.0,4.970340916498272
2016.0,Arica y Parinacota,1269,233922.0,5.424885218149639
2016.0,Atacama,1528,302402.0,5.052876634413794
2016.0,Bío-Bío,9495,1627020.0,5.8358225467418965
2016.0,Coquimbo,4297,780310.0,5.5067857646320055
2016.0,La Araucanía,6560,988403.0,6.636968928665737
2016.0,Libertador General Bernardo O'Higgins,5556,942520.0,5.894835122862115
2016.0,Los Lagos,5054,863290.0,5.854347901632129
2016.0,Los Ríos,2690,396155.0,6.790271484646161
2016.0,Magallanes y de la Antártica Chilena,1069,169530.0,6.305668613224798
2016.0,Maule,6573,1079855.0,6.086928337600882
2016.0,Tarapacá,1437,334865.0,4.291281561226166
2016.0,Valparaíso,12377,1864129.0,6.6395619616453585
2016.0,Ñuble,3308,496870.0,6.657677058385493
2017.0,Aisén del General Carlos Ibáñez del Campo,525,105382.0,4.981875462602722
2017.0,Antofagasta,3104,623851.0,4.975547045688794
2017.0,Arica y Parinacota,1365,237082.0,5.757501623910715
2017.0,Atacama,1548,304580.0,5.082408562610809
2017.0,Bío-Bío,9833,1636209.0,6.009623464972996
2017.0,Coquimbo,4397,793049.0,5.544424115029463
2017.0,La Araucanía,6653,994888.0,6.687184889153352
2017.0,Libertador General Bernardo O'Higgins,5440,954279.0,5.700638911680965
2017.0,Los Lagos,5426,870227.0,6.235154735488556
2017.0,Los Ríos,2689,398493.0,6.7479227991457815
2017.0,Magallanes y de la Antártica Chilena,1087,171293.0,6.345851844500359
2017.0,Maule,6663,1092575.0,6.098437178225751
2017.0,Tarapacá,1384,342129.0,4.0452577828830645
2017.0,Valparaíso,12582,1885948.0,6.671445872314613
2017.0,Ñuble,3308,500517.0,6.609166122229615
2018.0,Aisén del General Carlos Ibáñez del Campo,512,106023.0,4.829140846797393
2018.0,Antofagasta,3135,645022.0,4.86029933862721
2018.0,Arica y Parinacota,1371,241901.0,5.667607823035044
2018.0,Atacama,1548,307835.0,5.028667955235759
2018.0,Bío-Bío,9921,1645460.0,6.029317029888299
2018.0,Coquimbo,4500,807213.0,5.574736779511727
2018.0,La Araucanía,6506,1001420.0,6.496774580096263
2018.0,Libertador General Bernardo O'Higgins,5561,966486.0,5.753833992422032
2018.0,Los Lagos,5309,877348.0,6.051190633591232
2018.0,Los Ríos,2689,400935.0,6.706822801701024
2018.0,Magallanes y de la Antártica Chilena,1108,173567.0,6.383701970996791
2018.0,Maule,6882,1105731.0,6.223936924984468
2018.0,Tarapacá,1429,354940.0,4.026032568884881
2018.0,Valparaíso,12949,1910385.0,6.778214862449192
2018.0,Ñuble,3399,504248.0,6.740730751534959
2019.0,Aisén del General Carlos Ibáñez del Campo,534,106680.0,5.00562429696288
2019.0,Antofagasta,3088,668563.0,4.618861648042144
2019.0,Arica y Parinacota,1317,247036.0,5.331206787674671
2019.0,Atacama,1564,311307.0,5.023979544308351
2019.0,Bío-Bío,9931,1654744.0,6.001532563345146
2019.0,Coquimbo,4500,821726.0,5.4762779807381055
2019.0,La Araucanía,6851,1007965.0,6.796862986314008
2019.0,Libertador General Bernardo O'Higgins,5841,978868.0,5.967096687193779
2019.0,Los Lagos,5217,884464.0,5.898487671629371
2019.0,Los Ríos,2677,403413.0,6.635879359366208
2019.0,Magallanes y de la Antártica Chilena,1156,175984.0,6.568778979907265
2019.0,Maule,6861,1118947.0,6.131657710329443
2019.0,Tarapacá,1535,368906.0,4.160951570318725
2019.0,Valparaíso,13264,1935455.0,6.853168893102656
2019.0,Ñuble,3455,507959.0,6.801730060890741
2020.0,Aisén del General Carlos Ibáñez del Campo,594,107297.0,5.536035490274658
2020.0,Antofagasta,3701,691854.0,5.349394525434557
2020.0,Arica y Parinacota,1643,252110.0,6.516996549125382
2020.0,Atacama,1671,314709.0,5.30966702572853
2020.0,Bío-Bío,10933,1663696.0,6.5715130648868545
2020.0,Coquimbo,4840,836096.0,5.788808940600123
2020.0,La Araucanía,7161,1014343.0,7.059742118790192
2020.0,Libertador General Bernardo O'Higgins,6447,991063.0,6.505136404042932
2020.0,Los Lagos,5705,891440.0,6.399757695414161
2020.0,Los Ríos,2959,405835.0,7.291140488129413
2020.0,Magallanes y de la Antártica Chilena,1310,178362.0,7.344613763021271
2020.0,Maule,7557,1131939.0,6.676154810462402
2020.0,Tarapacá,1802,382773.0,4.707751069171546
2020.0,Valparaíso,14498,1960170.0,7.396297259931536
2020.0,Ñuble,3745,511551.0,7.320873187619612
2021.0,Aisén del General Carlos Ibáñez del Campo,654,107737.0,6.0703379526068115
2021.0,Antofagasta,3783,703746.0,5.375519008278555
2021.0,Arica y Parinacota,1897,255380.0,7.428146291800455
2021.0,Atacama,1925,316737.0,6.077597502028497
2021.0,Bío-Bío,12560,1670590.0,7.518301917286707
2021.0,Coquimbo,5872,848079.0,6.9238832703085444
2021.0,La Araucanía,8647,1019548.0,8.481209320208563
2021.0,Libertador General Bernardo O'Higgins,7257,1000959.0,7.250047204730663
2021.0,Los Lagos,7227,897303.0,8.054135559560148
2021.0,Los Ríos,3705,407818.0,9.08493494647122
2021.0,Magallanes y de la Antártica Chilena,1390,179949.0,7.7244108052837195
2021.0,Maule,8603,1143012.0,7.526605145002852
2021.0,Tarapacá,2171,391165.0,5.550087558958495
2021.0,Valparaíso,16173,1979373.0,8.170769228437491
2021.0,Ñuble,4231,514508.0,8.22339011249582
2022.0,Aisén del General Carlos Ibáñez del Campo,695,108047.0,6.432385906133442
2022.0,Antofagasta,3752,709637.0,5.287210221563983
2022.0,Arica y Parinacota,1863,257722.0,7.228719317714436
2022.0,Atacama,1981,318004.0,6.229481390171192
2022.0,Bío-Bío,12785,1676269.0,7.627057471086085
2022.0,Coquimbo,5892,858769.0,6.860983570669179
2022.0,La Araucanía,8511,1024029.0,8.311288059224886
2022.0,Libertador General Bernardo O'Higgins,7520,1009552.0,7.4488485981900885
2022.0,Los Lagos,7163,902510.0,7.936754163388772
2022.0,Los Ríos,3648,409559.0,8.907141583996445
2022.0,Magallanes y de la Antártica Chilena,1254,181143.0,6.922707474205462
2022.0,Maule,8967,1153043.0,7.77681318042779
2022.0,Tarapacá,1975,396697.0,4.978610879336118
2022.0,Valparaíso,16473,1995538.0,8.254916719200537
2022.0,Ñuble,4524,517060.0,8.749468146830155
